ID,Text,Category,Priority
9108,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42. Occurs intermittently.,Software Bug,high
9109,VPN keeps crashing on my tablet. Code TIMEOUT-22. Kindly assist.,Software Bug,critical
9110,There is a problem with VPN on the desktop. Error: AUTH-007. Kindly assist.,Other,medium
9111,I can't log into Email from my tablet. It returns 0xC004F012.,Account/Access Issue,high
9112,My mobile stopped working when I tried to use Email. Error displayed: ERR42. Occurs intermittently.,Security,critical
9113,There is a problem with WiFi on the desktop. Error: AUTH-007. Occurs intermittently.,Hardware Issue,medium
9114,My laptop stopped working when I tried to use VPN. Error displayed: AUTH-007.,Security,medium
9115,My router stopped working when I tried to use Database. Error displayed: TIMEOUT-22.,Account/Access Issue,critical
9116,There is a problem with Database on the router. Error: 0x80070005.,Service Request,high
9117,I can't log into Teams from my desktop. It returns AUTH-007. Occurs intermittently.,Account/Access Issue,medium
9118,My mobile stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Service Request,high
9119,"I am unable to access WiFi on my mobile, it shows error ERR-9999. Please resolve soon.",Other,medium
9120,My router stopped working when I tried to use Email. Error displayed: ERR42. Kindly assist.,Network Problem,high
9121,WiFi keeps crashing on my laptop. Code 0x80070005. Occurs intermittently.,Hardware Issue,high
9122,My desktop stopped working when I tried to use Salesforce. Error displayed: TIMEOUT-22. Kindly assist.,Service Request,critical
9123,There is a problem with Active Directory on the tablet. Error: FAIL-101. Occurs intermittently.,Service Request,high
9124,I can't log into Outlook from my tablet. It returns ERR42. Occurs intermittently.,Network Problem,medium
9125,My mobile stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Account/Access Issue,high
9126,There is a problem with Salesforce on the desktop. Error: FAIL-101. Occurs intermittently.,Security,high
9127,Active Directory keeps crashing on my desktop. Code TIMEOUT-22. Occurs intermittently.,Service Request,critical
9128,There is a problem with Outlook on the tablet. Error: FAIL-101. Issue reported by user.,Software Bug,high
9129,There is a problem with Teams on the tablet. Error: 0x80070005. Occurs intermittently.,Service Request,high
9130,I can't log into Teams from my router. It returns 0xC004F012. Issue reported by user.,Security,high
9131,I can't log into Outlook from my desktop. It returns ERR-9999. Needs immediate attention.,Software Bug,high
9132,"I am unable to access Database on my server, it shows error AUTH-007.",Network Problem,medium
9133,There is a problem with CRM Portal on the desktop. Error: 0xC004F012. Please resolve soon.,Service Request,high
9134,I can't log into Email from my tablet. It returns 0xC004F012. Issue reported by user.,Account/Access Issue,high
9135,Salesforce fails to load on my mobile showing FAIL-101. Needs immediate attention.,Account/Access Issue,high
9136,I can't log into Database from my server. It returns AUTH-007.,Network Problem,medium
9137,My server stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
9138,Active Directory fails to load on my laptop showing ERR-9999.,Network Problem,high
9139,CRM Portal keeps crashing on my printer. Code ERR42. Issue reported by user.,Hardware Issue,critical
9140,CRM Portal keeps crashing on my laptop. Code FAIL-101. Issue reported by user.,Security,high
9141,There is a problem with VPN on the mobile. Error: 0x80070005. Occurs intermittently.,Other,high
9142,Zoom keeps crashing on my mobile. Code 0x80070005. Kindly assist.,Service Request,high
9143,VPN fails to load on my printer showing 0x80070005. Needs immediate attention.,Hardware Issue,high
9144,"I am unable to access Active Directory on my laptop, it shows error NET-503. Kindly assist.",Hardware Issue,critical
9145,CRM Portal fails to load on my desktop showing 0xC004F012. Issue reported by user.,Security,high
9146,I can't log into VPN from my printer. It returns ERR-9999. Kindly assist.,Other,high
9147,There is a problem with CRM Portal on the tablet. Error: ERR-9999. Please resolve soon.,Security,critical
9148,VPN keeps crashing on my mobile. Code ERR-9999. Please resolve soon.,Service Request,medium
9149,Teams fails to load on my laptop showing AUTH-007. Issue reported by user.,Account/Access Issue,medium
9150,My tablet stopped working when I tried to use Salesforce. Error displayed: 0x80070005. Please resolve soon.,Service Request,high
9151,VPN keeps crashing on my server. Code AUTH-007. Needs immediate attention.,Software Bug,medium
9152,WiFi fails to load on my router showing 0x80070005.,Account/Access Issue,high
9153,"I am unable to access Email on my laptop, it shows error ERR-9999. Needs immediate attention.",Software Bug,low
9154,Email fails to load on my server showing 0x80070005. Please resolve soon.,Service Request,high
9155,My mobile stopped working when I tried to use CRM Portal. Error displayed: ERR42. Kindly assist.,Other,critical
9156,Teams keeps crashing on my desktop. Code ERR42. Issue reported by user.,Other,critical
9157,CRM Portal keeps crashing on my desktop. Code AUTH-007. Needs immediate attention.,Software Bug,medium
9158,My laptop stopped working when I tried to use Active Directory. Error displayed: ERR42. Kindly assist.,Service Request,medium
9159,There is a problem with Salesforce on the printer. Error: ERR-9999. Occurs intermittently.,Other,low
9160,There is a problem with Active Directory on the server. Error: FAIL-101. Kindly assist.,Network Problem,high
9161,There is a problem with CRM Portal on the desktop. Error: ERR42. Occurs intermittently.,Other,critical
9162,WiFi keeps crashing on my server. Code AUTH-007. Please resolve soon.,Software Bug,medium
9163,There is a problem with Email on the server. Error: TIMEOUT-22. Kindly assist.,Account/Access Issue,critical
9164,"I am unable to access Teams on my desktop, it shows error FAIL-101. Kindly assist.",Security,high
9165,Database keeps crashing on my mobile. Code 0xC004F012. Please resolve soon.,Software Bug,high
9166,I can't log into Active Directory from my printer. It returns ERR-9999. Kindly assist.,Account/Access Issue,critical
9167,CRM Portal keeps crashing on my server. Code ERR42. Kindly assist.,Account/Access Issue,critical
9168,My mobile stopped working when I tried to use Teams. Error displayed: AUTH-007. Issue reported by user.,Network Problem,medium
9169,I can't log into Salesforce from my router. It returns 0xC004F012. Occurs intermittently.,Service Request,high
9170,Salesforce fails to load on my desktop showing AUTH-007. Kindly assist.,Account/Access Issue,medium
9171,"I am unable to access Teams on my tablet, it shows error FAIL-101.",Security,high
9172,My tablet stopped working when I tried to use VPN. Error displayed: AUTH-007. Issue reported by user.,Hardware Issue,medium
9173,"I am unable to access WiFi on my router, it shows error 0x80070005. Needs immediate attention.",Software Bug,high
9174,I can't log into Zoom from my server. It returns 0x80070005.,Account/Access Issue,high
9175,There is a problem with Email on the desktop. Error: FAIL-101. Please resolve soon.,Software Bug,high
9176,There is a problem with CRM Portal on the router. Error: NET-503.,Software Bug,critical
9177,Salesforce fails to load on my server showing NET-503. Needs immediate attention.,Account/Access Issue,critical
9178,"I am unable to access Database on my printer, it shows error NET-503. Occurs intermittently.",Security,critical
9179,There is a problem with CRM Portal on the tablet. Error: ERR-9999. Issue reported by user.,Security,critical
9180,"I am unable to access WiFi on my server, it shows error NET-503. Occurs intermittently.",Other,critical
9181,"I am unable to access Active Directory on my laptop, it shows error ERR-9999. Issue reported by user.",Security,high
9182,CRM Portal keeps crashing on my mobile. Code AUTH-007.,Hardware Issue,medium
9183,Email fails to load on my router showing AUTH-007.,Account/Access Issue,medium
9184,There is a problem with VPN on the tablet. Error: 0xC004F012.,Other,high
9185,I can't log into Zoom from my router. It returns 0x80070005. Kindly assist.,Service Request,high
9186,"I am unable to access Email on my mobile, it shows error FAIL-101.",Account/Access Issue,high
9187,"I am unable to access Outlook on my laptop, it shows error 0x80070005. Occurs intermittently.",Account/Access Issue,high
9188,I can't log into Database from my server. It returns AUTH-007. Please resolve soon.,Network Problem,medium
9189,Zoom keeps crashing on my server. Code TIMEOUT-22. Needs immediate attention.,Software Bug,critical
9190,My router stopped working when I tried to use Teams. Error displayed: ERR42. Occurs intermittently.,Hardware Issue,low
9191,There is a problem with Outlook on the printer. Error: ERR42. Please resolve soon.,Software Bug,low
9192,Outlook fails to load on my desktop showing FAIL-101. Issue reported by user.,Account/Access Issue,high
9193,My server stopped working when I tried to use CRM Portal. Error displayed: ERR42. Kindly assist.,Service Request,critical
9194,There is a problem with VPN on the server. Error: ERR42. Kindly assist.,Security,medium
9195,Database keeps crashing on my mobile. Code 0xC004F012. Kindly assist.,Service Request,high
9196,WiFi fails to load on my router showing 0x80070005. Occurs intermittently.,Account/Access Issue,high
9197,I can't log into CRM Portal from my mobile. It returns ERR42. Issue reported by user.,Service Request,critical
9198,Outlook keeps crashing on my laptop. Code 0x80070005.,Network Problem,high
9199,My laptop stopped working when I tried to use VPN. Error displayed: AUTH-007. Please resolve soon.,Security,medium
9200,Salesforce fails to load on my desktop showing 0x80070005. Needs immediate attention.,Hardware Issue,high
9201,My printer stopped working when I tried to use CRM Portal. Error displayed: NET-503. Occurs intermittently.,Network Problem,critical
9202,I can't log into CRM Portal from my router. It returns FAIL-101. Occurs intermittently.,Hardware Issue,high
9203,My server stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Kindly assist.,Service Request,critical
9204,Salesforce fails to load on my desktop showing 0x80070005. Please resolve soon.,Hardware Issue,high
9205,There is a problem with CRM Portal on the desktop. Error: ERR-9999. Occurs intermittently.,Service Request,medium
9206,My server stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Please resolve soon.,Account/Access Issue,critical
9207,"I am unable to access Email on my desktop, it shows error 0xC004F012. Kindly assist.",Service Request,high
